date,"1호선
설화명곡
(1_1_total_kwh)","1호선
월배기지
(1_2_total_kwh)","1호선
서부정류장
(1_3_total_kwh)","1호선
반월당
(1_4_total_kwh)","1호선
신천
(1_5_total_kwh)","1호선
방촌
(1_6_total_kwh)","1호선
안심
(1_7_total_kwh)","2호선
문양기지
(2_1_total_kwh)","2호선
대실
(2_2_total_kwh)","2호선
성서산단
(2_3_total_kwh)","2호선
죽전
(2_4_total_kwh)","2호선
반고개
(2_5_total_kwh)","2호선
대구은행
(2_6_total_kwh)","2호선
만촌
(2_7_total_kwh)","2호선
대공원
(2_8_total_kwh)","2호선
사월
(2_9_total_kwh)","2호선
영남대
(2_10_total_kwh)","3호선
칠곡기지
(3_1_total_kwh)","3호선
팔달시장
(3_2_total_kwh)","3호선
남산
(3_3_total_kwh)","3호선
범물기지
(3_4_total_kwh)","1호선
설화명곡
(1_1_peak_kw)","1호선
월배기지
(1_2_peak_kw)","1호선
서부정류장
(1_3_peak_kw)","1호선
반월당
(1_4_peak_kw)","1호선
신천
(1_5_peak_kw)","1호선
방촌
(1_6_peak_kw)","1호선
안심
(1_7_peak_kw)","2호선
문양기지
(2_1_peak_kw)","2호선
대실
(2_2_peak_kw)","2호선
성서산단
(2_3_peak_kw)","2호선
죽전
(2_4_peak_kw)","2호선
반고개
(2_5_peak_kw)","2호선
대구은행
(2_6_peak_kw)","2호선
만촌
(2_7_peak_kw)","2호선
대공원
(2_8_peak_kw)","2호선
사월
(2_9_peak_kw)","2호선
영남대
(2_10_peak_kw)","3호선
칠곡기지
(3_1_peak_kw)","3호선
팔달시장
(3_2_peak_kw)","3호선
남산
(3_3_peak_kw)","3호선
범물기지
(3_4_peak_kw)","휴일
(is_holiday)","승객수
(passengers)"
2023-03-12,15393,41305,40007,23684,24952,25962,43981,22537,7997,27757,19764,30568,18809,18585,25166,18244,17948,20128,19912,27600,17999,1096,2638,2429,1480,1834,1678,2532,1373,584,1745,1294,1798,1246,1246,1766,1279,1150,1374,1212,1575,1086,1,112888
2023-03-13,16995,52729,37570,27115,28099,30885,51026,29021,8115,27935,24590,30317,19989,20752,27961,17407,20470,29717,21501,48532,372,1112,3110,2760,2001,1958,2062,2844,1656,559,2107,1795,2369,1500,1567,2131,1440,1387,1673,1696,3070,518,0,179614
2023-03-14,15037,51854,38396,26200,28181,30590,46405,27234,8275,29735,22415,31958,25748,19817,220,42254,21049,27287,19096,28626,19098,1077,3362,2885,1832,2026,2143,2801,1474,538,1925,1735,2400,1878,1579,535,3051,1426,1633,1417,1866,1333,0,183024
2023-03-15,14902,50493,37453,26199,28213,31902,43368,24455,7971,28399,23087,29496,23259,177,49069,19283,18668,22402,21594,26175,18804,1023,3182,2753,1903,1882,2195,2494,1500,524,1915,1608,2136,1567,370,3334,1248,1418,1446,1549,1791,1233,0,185227
2023-03-16,16194,50400,37703,25366,29083,31495,43727,23876,8066,28933,22574,30147,18519,19645,28124,19093,18680,24277,22056,27091,18819,1154,3086,2614,1809,2076,1930,2602,1555,524,2194,1702,1994,1319,1416,1985,1421,1334,1426,1558,1774,1198,0,186022
2023-03-17,17131,49054,37400,25967,28305,31456,44314,24715,8412,28829,23668,30336,21032,17854,27912,18576,17597,24480,21885,26671,19287,1187,3118,2681,1922,2001,2100,2690,1514,541,2258,1644,2035,1607,1334,2064,1386,1363,1420,1598,1691,1282,0,197105
2023-03-18,14537,45746,36477,25742,27650,29201,44848,22070,7953,29887,20425,30272,18905,18762,27134,17703,18463,21597,18670,26580,16973,1077,2899,2282,1768,1899,2045,2650,1337,538,1968,1490,1834,1210,1320,1862,1478,1212,1328,1270,1581,1109,1,174352
2023-03-19,14170,44606,38042,24336,26683,27218,44557,22968,7713,28016,21385,29819,17416,19079,27100,16206,18496,23693,19151,26581,17579,958,2686,2666,1613,1891,1851,2571,1306,555,1754,1435,1853,1116,1332,1752,985,1315,1305,1273,1630,1083,1,131745
2023-03-20,13826,51775,38347,25837,29118,31935,44591,24110,8969,29701,23014,32405,19750,20834,35834,108,27440,24572,20765,25765,20183,929,3319,3026,1916,2020,2202,2730,1601,574,2191,1750,2256,1476,1541,2429,246,2234,1403,1627,1780,1264,0,182974
2023-03-21,14027,51804,35111,28487,28386,32618,41745,23731,8475,30374,23363,29231,20095,23084,33251,0,29097,22455,20103,24030,19937,973,3154,2582,1918,2085,2085,2504,1428,559,2136,1814,2155,1409,1642,2290,0,1999,1561,1524,1532,1261,0,186600
2023-03-22,16522,44008,43733,25568,28069,32037,41733,22787,8309,29500,23289,30245,22507,20653,29438,17617,18122,21401,21423,26364,17584,1098,3343,3197,1759,2114,2097,2523,1447,538,2100,1709,2218,1434,1570,2105,1359,1428,1296,1564,1820,1172,0,183028
2023-03-23,17088,45967,38343,25352,29187,31263,40520,22259,8116,29504,22538,30516,19510,19249,33132,17976,17931,21466,21203,27128,17096,1117,2981,2844,1857,1908,2029,2419,1392,566,2302,1661,1920,1336,1368,2206,1315,1306,1411,1452,1662,1120,0,168796
2023-03-24,16480,49876,36508,27311,28886,31575,42000,23879,8552,28925,23096,29501,19026,17663,32591,17829,17942,22470,20251,26668,17444,1171,3245,2388,1932,2024,2052,2469,1385,555,1805,1757,2018,1273,1382,2076,1288,1346,1503,1532,1650,1172,0,198154
2023-03-25,14239,47288,38014,23862,28354,29401,43052,22421,7816,29796,20994,29189,17890,18318,26787,16602,17387,20754,18876,27424,15915,954,2818,2371,1699,2052,2168,2565,1334,563,1990,1514,1879,1177,1291,1843,1231,1147,1382,1270,1587,1132,1,174703
2023-03-26,17188,40988,35501,24987,25981,25751,42445,21643,7737,28506,20067,28100,16779,18963,26044,16567,16958,20218,18840,25764,17767,1079,2448,2114,1745,1880,1740,2500,1246,589,1858,1414,1790,1106,1176,1598,1190,1178,1284,1175,1621,1172,1,138042
2023-03-27,18168,46197,38090,27811,23830,30676,48206,24493,7923,28805,22436,30913,18035,19012,27739,16929,18496,25654,20966,28039,17981,1233,2993,2666,2120,1778,2145,2922,1462,612,2234,1594,2210,1344,1387,1810,1225,1476,1498,1570,1797,1178,0,186331
2023-03-28,14944,51893,37827,29174,24216,32102,47162,23785,8656,29502,24278,32358,19213,19786,28271,17947,18269,24761,20681,29262,16375,933,3185,2808,1920,1843,2444,2742,1543,622,2074,1759,2153,1557,1488,1939,1206,1438,1449,1403,1814,1066,0,186891
2023-03-29,13169,54626,36678,28296,29251,31333,48301,23900,8670,31008,23444,31603,20869,19672,27798,17526,19360,22248,20822,28778,15029,962,3730,2486,2022,2131,2166,2878,1584,632,2208,1798,2458,1622,1351,2059,1357,1414,1377,1526,1938,1034,0,184941
2023-03-30,14879,50456,37132,28210,29028,32572,43652,24060,8684,30164,23794,30536,19746,19972,29457,17415,18851,22094,20650,27516,16158,1006,3218,2544,2029,2045,2091,2602,1435,609,2026,1802,2203,1511,1481,2088,1327,1351,1469,1529,1909,1020,0,184098
2023-03-31,13629,51695,36650,29173,28551,32919,42196,23185,8819,29978,22985,32132,18946,20720,27820,17595,19051,21377,21390,28379,15407,972,3365,2676,2043,2097,2216,2538,1390,607,2141,1742,2282,1457,1428,1949,1317,1277,1362,1408,1731,1005,0,198951
2023-04-01,15966,42393,39065,26215,27536,29380,42953,21103,8946,30977,20842,30367,18196,19853,28502,16495,18674,20070,19643,27798,15024,1150,2400,2558,1837,1983,2072,2609,1380,597,2201,1330,1879,1275,1270,1807,1164,1399,1270,1354,1812,1192,1,179131
2023-04-02,18406,38645,37738,24587,25995,28685,40222,20893,8227,26889,19598,30187,17371,18600,27945,14060,18749,19539,18499,28906,14208,1156,2237,2352,1603,1772,1878,2425,1332,574,1750,1222,1882,1188,1262,1754,1006,1284,1192,1201,1768,890,1,143733
2023-04-03,14157,48527,39107,26024,27176,29559,45207,23102,8912,28401,22315,30925,19071,18689,27271,17515,18356,21201,20732,26808,17419,972,3043,2738,1699,1832,2179,2650,1399,586,1949,1649,2150,1448,1327,1973,1290,1327,1377,1503,1716,1221,0,184946
2023-04-04,13130,49642,38102,25694,27158,28894,45322,22199,8533,29100,21520,30116,17488,20515,26941,17366,17923,21257,21241,27576,15662,912,3475,3166,1724,2110,1997,2895,1450,597,2100,1507,2158,1313,1411,1759,1242,1445,1273,1506,1832,1120,0,182523
2023-04-05,13693,47483,41819,22801,27723,28935,44570,21529,9498,27041,23822,29827,17741,20038,24572,18839,17610,21606,21285,28300,16637,933,3240,3058,1745,1839,2039,2774,1310,588,2095,1675,1949,1304,1531,1966,1294,1361,1400,1544,1630,1178,0,167027
2023-04-06,12684,48422,40340,24943,27230,27879,44651,23117,7942,27583,23990,28579,17412,20755,26328,17770,18362,21866,20462,26649,16064,910,3082,3086,1768,1864,2145,2698,1411,586,1954,1649,2002,1311,1610,1831,1365,1255,1417,1475,1904,1054,0,185920
2023-04-07,13164,51648,36718,27289,27653,30173,47326,23006,9841,29504,22985,31623,18236,20660,27851,17430,19312,21614,21222,28945,15225,912,3437,2638,2143,2166,2139,2868,1418,751,2059,1812,2474,1379,1630,2263,1183,1582,1356,1578,1932,1031,0,196953
2023-04-08,15001,45865,35847,24850,27672,28730,43307,23121,7975,27718,21100,29594,17305,18799,26654,17281,17746,23924,19392,27770,16592,993,2736,2455,1697,2089,1939,2709,1375,599,1908,1548,1826,1127,1310,1711,1298,1178,1325,1405,1855,1109,1,171260
2023-04-09,17774,39595,35522,24542,25632,27717,41802,23612,8079,26485,21550,28510,16254,19071,26596,16138,17034,22735,19257,27132,16917,1156,2359,2374,1707,1860,1945,2611,1414,591,1903,1387,1735,1058,1260,1709,1035,1133,1241,1244,1610,1097,1,126437
2023-04-10,14800,49723,36784,26436,28099,31674,41468,22444,8551,28996,22910,29712,18354,19381,27783,17123,18160,24188,20661,26083,18727,1033,3257,2806,1843,1805,2139,2701,1430,584,2148,1675,2018,1386,1618,1807,1409,1339,1388,1526,1624,1282,0,183376
2023-04-11,15344,48015,38119,24291,27522,30798,42637,21730,9216,28362,21863,29950,18607,19627,25979,19127,17293,20519,21092,28037,15311,1098,3130,2899,1747,1816,2312,2638,1366,674,1968,1642,2054,1332,1498,1831,1363,1238,1305,1486,1722,1031,0,178538
2023-04-12,13776,49490,36812,24825,27186,28826,45545,21086,8644,29156,21700,30566,18804,19099,26923,16634,18854,20861,20392,27158,16531,889,3425,2539,1814,1837,1849,2907,1303,637,2018,1721,2203,1421,1526,1985,1476,1478,1296,1498,1650,1092,0,185363
2023-04-13,13232,52010,37412,24182,29102,31047,43164,22664,9513,29635,22660,30826,19583,19928,27687,18006,19052,21809,19080,27591,16874,1002,3293,2714,1805,1978,1980,2571,1409,616,1975,1750,2218,1486,1639,1855,1315,1421,1469,1512,1757,1282,0,184293
2023-04-14,14025,49814,38026,25351,28173,28982,44640,22613,8552,28340,22652,30436,18338,19021,27478,17871,18428,21253,20092,27619,15998,1043,3221,2741,1985,1966,2016,2863,1380,578,2059,1639,1961,1365,1282,2006,1332,1380,1299,1454,1691,1126,0,192583
2023-04-15,12773,47380,34581,25209,28442,30103,38971,21970,8748,27709,22088,27833,17131,19664,26964,16433,17835,18643,20573,26182,15252,852,2782,2194,1678,2097,2285,2285,1327,612,1942,1500,1709,1106,1373,1630,1077,1195,1129,1256,1555,904,1,158986
2023-04-16,14207,41777,38167,22407,25680,26551,40895,20212,8429,28843,19603,29650,17423,18515,24505,18144,17507,19721,18310,26811,15948,883,2556,2429,1571,1747,1807,2385,1181,597,1776,1351,1862,1152,1301,1591,1261,1229,1195,1305,1558,1129,1,128595
2023-04-17,15414,47530,41745,23336,27617,29749,44178,22828,9385,29929,21670,30793,18720,19270,26291,18620,18349,20895,20786,27023,16815,1075,3010,2957,1751,1972,2400,2661,1370,593,1958,1613,2237,1415,1476,1819,1279,1279,1397,1431,1737,1236,0,180309
2023-04-18,16743,49917,41336,21611,29301,30233,42794,21404,9297,28082,24948,28150,17519,21479,26171,17603,18382,21076,20850,25226,17412,1077,3185,2993,1588,2116,2241,2627,1370,607,1992,1704,1925,1348,1459,1685,1363,1354,1397,1506,1593,1210,0,171140
2023-04-19,18534,50661,40083,23174,28401,29913,45594,21101,9108,28566,23092,30623,18948,20234,25762,17924,18282,21966,19997,27308,16348,1173,3617,2705,1611,2003,2147,2719,1330,611,2218,1714,2098,1309,1493,1750,1206,1375,1532,1345,1624,1115,0,182675
2023-04-20,15438,50324,43663,23253,29184,29819,44148,21178,9691,28673,22780,30814,18536,20528,25489,18344,18449,23009,19808,27275,16935,1117,3403,2976,1676,1891,2070,2723,1375,682,2045,1481,2258,1428,1474,1697,1482,1382,1515,1552,1659,1172,0,185169
2023-04-21,15848,50815,41032,23952,29869,30418,42608,21767,9710,28595,23231,31053,18597,20408,26743,18556,18212,22027,20136,26618,15953,1083,3230,2950,1724,2085,2045,2749,1291,626,2155,1649,2050,1444,1582,1762,1444,1385,1411,1489,1676,1014,0,196229
2023-04-22,13239,46016,40349,22465,29078,28894,39558,21620,9427,29447,21887,31543,17180,20460,27496,17937,18839,20025,19133,26564,15460,920,2736,2434,1459,1857,2012,2396,1356,695,2129,1409,2026,1196,1354,1927,1369,1289,1273,1299,1549,996,1,166052
2023-04-23,15460,41806,38693,20874,27462,25867,41520,20800,8777,25928,20617,29450,15522,18722,25032,16957,17058,21029,16852,27410,14995,1043,2410,2450,1394,1849,1811,2540,1188,643,1740,1387,1934,1048,1315,1579,1142,1135,1178,1112,1593,1017,1,121796
2023-04-24,14184,45999,44498,22639,29205,31064,39953,20459,9766,27536,23077,29973,17994,18464,27686,18152,17938,23627,18097,27041,15728,948,3024,3211,1699,1887,1966,2421,1231,628,1891,1584,1992,1309,1546,1860,1448,1327,1535,1420,1682,1204,0,179261
2023-04-25,15735,46266,44386,22441,29668,28918,45209,20826,8476,29042,22677,29281,18838,19255,25204,19049,17164,24083,19431,27230,17058,1200,2942,3118,1780,1868,2168,2715,1214,614,2006,1555,1966,1325,1354,1860,1513,1325,1463,1359,1728,1115,0,170527
2023-04-26,17473,45406,44491,23136,30221,31601,41211,22329,8577,28728,21873,30238,18469,19216,26890,17784,17827,22838,19670,27724,15764,1131,2921,2909,1701,2091,2047,2488,1332,591,1918,1668,2057,1369,1447,2076,1448,1219,1483,1463,1676,1106,0,191911
2023-04-27,16123,49741,40230,25703,28872,29788,46030,22253,8917,28241,23099,29929,18435,20554,25196,18927,18199,24165,18639,27557,16280,1041,3233,3005,1738,1985,2431,2761,1286,634,2138,1718,2114,1438,1510,1685,1384,1404,1500,1411,1892,1020,0,189379
2023-04-28,13591,48389,41293,26838,28500,29674,45093,22589,8913,28075,22648,29819,19345,19694,26906,17657,17942,23481,18716,27675,15501,935,2983,3046,1801,1928,2116,2734,1402,605,1922,1766,1970,1334,1366,1970,1185,1423,1538,1434,1817,1074,0,204854
2023-04-29,14675,43686,39940,23469,28465,31163,39298,20353,8599,28211,21214,29095,17771,18308,28360,16282,17950,21321,18157,28111,13734,1123,2760,2606,1471,2022,2160,2419,1234,563,1898,1354,1908,1271,1296,1829,1154,1128,1308,1319,1722,979,1,156401
2023-04-30,13687,45946,35597,23163,27481,27669,41697,20974,8315,25716,21694,28346,16153,18851,24445,16286,18062,19931,18520,26373,15515,939,2714,2513,1655,1930,1868,2596,1272,568,1754,1356,1915,1079,1296,1606,1137,1330,1253,1264,1734,1080,1,136211
2023-05-01,14302,47920,39326,23768,28630,29151,43206,21415,8431,26501,22895,30655,17897,18993,27652,16603,18548,21812,18881,26664,16703,1075,3204,2789,1718,1983,2340,2713,1368,591,1925,1622,2270,1386,1394,1836,1248,1339,1319,1431,1656,1135,0,168238
2023-05-02,16098,48044,39730,24594,28740,29916,44465,25413,8381,28480,22316,30826,18564,20035,27875,16957,18544,22888,19350,26385,17137,1146,3118,2918,1774,1932,2083,2799,1538,561,2062,1620,2150,1448,1558,1954,1261,1327,1420,1428,1636,1192,0,189706
2023-05-03,17134,46743,40708,24254,29508,29646,44669,23747,9964,30845,22406,32133,19057,19448,29706,17713,19012,22516,19608,27193,16032,1248,3010,3192,1780,2076,2077,2742,1442,668,2172,1625,2196,1352,1442,2033,1298,1318,1500,1532,1676,1117,0,191085
2023-05-04,17990,46750,41105,24713,29136,29898,47695,21907,11613,30310,22658,32386,18228,20621,27621,18492,18856,23235,18505,27618,15719,1188,3158,2741,1745,2091,1932,2886,1308,751,2047,1586,2088,1248,1488,2035,1290,1195,1498,1472,1797,971,0,205029
2023-05-05,13685,47083,35616,22523,28210,28011,39765,20089,10566,29099,19357,29255,17564,16726,26743,15625,17664,20220,18541,27141,15238,862,2866,2316,1475,2122,1997,2360,1207,607,1846,1291,1968,1131,1116,1570,1018,1106,1169,1368,1806,948,1,129684
2023-05-06,12575,47279,37085,22310,28208,29059,41482,22022,8730,24644,22255,29755,17187,18298,26635,17597,17936,20396,19210,27779,14741,854,2842,2537,1438,2079,2095,2698,1284,530,1697,1445,1879,1060,1238,1750,1400,1142,1204,1313,1803,901,1,139010
2023-05-07,15980,43513,35321,22547,27067,27373,40928,21067,8304,24728,22228,27994,16884,17915,26298,16650,17576,19482,19946,26484,15179,1156,2441,2170,1553,1797,1930,2427,1238,559,1603,1524,1682,1010,1102,1562,1043,1097,1273,1279,1547,1071,1,123254
2023-05-08,14175,49805,38245,24622,28831,28564,45757,22541,9543,30343,22231,40283,145,29220,24387,18564,19833,22517,19299,27526,15898,943,3242,2686,1799,2031,2029,2776,1358,666,2225,1522,2674,301,2095,2054,1346,1361,1454,1492,1791,1086,0,189770
2023-05-09,13935,51303,37202,24891,29205,29076,47635,23000,9010,29228,24335,39256,0,35399,20344,21400,19045,23695,19484,27554,15885,1006,3317,2503,1695,2089,2064,2792,1378,666,1910,1697,2638,0,2712,1464,1565,1238,1477,1503,1981,991,0,188668
2023-05-10,14877,48727,41679,22704,29258,29314,45405,21476,9798,31174,23667,32332,18760,23584,19843,21060,19306,22930,19716,26356,17554,1004,3319,2796,1707,2062,2054,3043,1356,670,2081,1666,2191,1365,1632,1423,1382,1411,1483,1454,1745,1236,0,189627
2023-05-11,19517,48791,43715,23596,27919,29001,46393,21376,10047,30403,27027,30967,20030,20756,21567,21270,18768,22172,20449,26736,16428,1271,3101,3206,1789,1836,2056,2790,1255,682,2078,1843,1980,1382,1438,1536,1559,1318,1454,1506,1613,1146,0,191828
2023-05-12,20329,48827,44550,32533,13729,35418,44247,21677,9144,29368,25540,33043,18835,21904,141,41196,19642,22023,20841,27473,15839,1240,3108,3413,2682,1876,2563,2799,1363,582,2086,1771,2112,1428,1519,300,2836,1351,1532,1503,1685,1077,0,204197
2023-05-13,15509,46056,39717,23934,28201,30439,43037,21778,8920,29629,20771,30145,18716,20339,26358,16474,19370,21594,19369,25181,16793,1064,2664,2482,1559,1958,1955,2724,1378,639,1954,1358,1843,1146,1457,1766,1144,1222,1328,1302,1627,1149,1,193377
2023-05-14,15979,39785,43440,22806,28829,29548,39069,20306,8385,29162,19021,31478,17261,20310,25648,16261,18789,21023,18248,27737,15226,1091,2618,2806,1626,1872,2106,2331,1195,578,1961,1267,1966,1181,1351,1608,1308,1164,1279,1371,1619,907,1,146181
2023-05-15,15819,49053,42419,25076,27407,31386,44281,21619,9970,32008,22805,32706,20217,19958,27449,17461,19913,23464,20564,26773,16831,1202,3043,3074,1789,2029,2252,2851,1409,693,2227,1615,2078,1492,1512,1795,1411,1356,1532,1596,1644,1264,0,186807
2023-05-16,15709,51829,42975,26031,30403,32480,46635,23642,9866,30742,24538,36318,19647,23004,26962,19349,19815,24190,20781,27522,17518,1056,3326,2947,1882,2093,2195,2943,1690,660,2100,1716,2563,1357,1678,2050,1432,1399,1656,1538,1875,1187,0,186638
2023-05-17,17470,49275,45147,25765,29269,31378,46050,23927,9788,31087,22815,36553,20027,21886,27053,18863,19394,23459,21304,27852,17160,1169,3192,3005,2039,1947,2091,2872,1498,657,2266,1742,2450,1356,1526,1903,1319,1366,1521,1806,1812,1140,0,185047
2023-05-18,15400,52540,38950,27223,29691,30953,45209,21111,9581,31072,22732,36117,17969,21584,25218,19584,18491,22498,20417,26648,16929,1054,3223,2899,2047,2099,2354,2892,1291,699,2045,1750,2340,1194,1618,1954,1405,1310,1477,1529,1765,1256,0,175121
2023-05-19,15928,48502,41636,27714,27700,30478,44979,22411,9448,28573,22512,33998,19210,21178,26285,18831,18559,22884,19906,26614,16618,1012,3166,2806,1786,2085,2246,2838,1351,664,2026,1546,2196,1309,1512,1711,1526,1310,1437,1483,1688,1259,0,198362
2023-05-20,14674,46412,40507,25799,28327,31224,41199,23053,9327,27688,21762,31048,19640,19643,27493,17441,19005,19830,21260,27202,15756,968,2990,2659,1738,2095,2148,2483,1565,695,2042,1430,2105,1164,1414,1846,1350,1248,1221,1469,1679,953,1,179908
2023-05-21,13949,46593,37159,27009,26664,29099,41880,23195,8362,27707,20707,29057,17513,19994,25810,16509,19278,19706,20694,24277,18011,956,2986,2419,1741,1812,2010,2613,1570,492,1754,1361,1795,1075,1289,1622,1091,1224,1238,1331,1486,1143,1,133240
2023-05-22,15968,48343,41732,25136,28762,29985,44199,22494,9000,30272,22096,32304,19172,21996,25715,19484,18354,22007,19559,26798,16673,1169,3276,3024,1899,1857,2129,2719,1375,566,2028,1464,2198,1323,1536,1771,1329,1272,1443,1452,1624,1178,0,176596
2023-05-23,15497,48968,41242,28549,30075,30236,45283,23064,10054,28604,22700,30544,23792,24559,25410,19390,19122,21677,20400,25928,17943,1169,3245,2983,1870,2108,1966,2682,1447,641,1978,1507,2083,1776,1610,1788,1425,1394,1564,1564,1777,1212,0,183619
2023-05-24,15804,49713,41567,27562,31539,32692,43162,22499,9624,30116,22542,29242,23008,22084,28408,18316,19654,21517,19665,25459,16300,1164,3139,3019,2091,2018,2312,2865,1406,680,2141,1618,2237,1851,1548,2006,1256,1282,1391,1426,1639,1115,0,184968
2023-05-25,16475,49376,41746,25338,31374,36067,46960,23534,9905,28429,23679,30625,22452,19057,30178,19000,19867,22776,20753,26562,17104,1188,3305,2818,1878,2218,2143,2865,1510,703,1865,1543,2179,1594,1442,2002,1392,1349,1440,1555,1737,1103,0,186171
2023-05-26,16649,49747,41095,25995,30127,35499,44200,22915,9346,29168,22612,30982,22655,19875,26940,21655,19320,22787,21061,26338,17130,1321,3182,2957,1845,1999,2383,3020,1478,645,2105,1507,2054,1605,1445,1925,1392,1397,1431,1558,1688,1290,0,201354
2023-05-27,15565,48674,36538,25569,28582,26927,46525,21649,8619,29316,19840,28748,22106,18131,24978,21919,17176,21426,19534,25553,17180,1133,2794,2532,1676,1914,1807,2700,1339,599,1898,1274,1894,1523,1128,1608,1277,1128,1282,1405,1627,1172,1,158955
2023-05-28,14428,45095,39322,26109,27804,28788,40649,21346,8085,26262,21413,28110,21744,17881,25628,16664,17632,19299,21675,25232,16553,1025,2705,2604,1720,1930,1999,2440,1286,515,1769,1327,1788,1455,1140,1709,1091,1330,1198,1333,1524,1123,1,121311
2023-05-29,13216,48286,38819,23489,29019,27512,43649,21080,8405,26627,20810,29920,19990,18162,24178,16152,19469,20396,20853,28158,15012,908,2890,2482,1613,1855,1713,2559,1246,589,1829,1397,1865,1294,1318,1550,1227,1334,1287,1567,1788,1066,1,114596
2023-05-30,16295,50296,42614,24694,30267,28121,47722,24320,18322,232,36876,33919,20897,20854,27034,17371,22375,23113,19880,27061,16923,1156,3326,3108,2150,1928,1951,3060,1526,1181,660,2770,2138,1642,1553,1882,1206,1500,1411,1440,1627,1273,0,182947
2023-05-31,15676,49586,42898,25110,29044,29280,46221,24305,18424,0,40683,33755,20561,21262,26450,18700,23702,23705,20713,28462,16426,1167,3240,3353,1912,1985,2083,2913,1526,1202,0,2657,2153,1421,1529,1949,1294,1534,1480,1480,1659,1158,0,184067
2023-06-01,15785,49648,47657,27143,31758,30423,48190,22691,9837,31210,22747,33745,21957,19711,27790,20613,21252,22396,20640,27218,16101,1083,3197,3523,2081,2216,2277,2986,1378,622,2083,1596,2282,1515,1570,1798,1644,1452,1440,1463,1702,1063,0,181513
2023-06-02,16789,52639,45553,28250,31984,32182,46678,24977,9761,30730,23230,35274,22893,20954,27352,18616,21339,24391,20590,28261,17485,1171,3259,3293,2168,2168,2400,3193,1646,655,1930,1632,2294,1620,1500,1759,1336,1397,1558,1593,1817,1106,0,195471
2023-06-03,16983,47956,43982,26572,32073,30194,47347,24050,9417,30463,21943,33441,20524,20645,28431,18289,21270,21792,20073,28317,15565,1133,2858,2938,1772,2191,2152,2997,1536,632,2011,1500,2186,1317,1325,1949,1409,1286,1374,1477,1740,1135,1,167017
2023-06-04,14472,46484,44968,26357,30696,28787,45346,21975,9390,30407,20083,34165,19911,19466,26360,18194,19637,22498,17547,28880,15862,1096,2998,2798,1707,2068,1820,2853,1354,611,1865,1320,2018,1296,1210,1740,1227,1313,1299,1308,1679,1097,1,125571
2023-06-05,16042,52341,45506,30013,33627,31730,47612,27155,19720,260,39737,36331,21336,21127,28231,18743,20849,23523,20898,29400,16024,1190,3410,3082,2221,2296,2252,3051,1706,1261,727,2827,2287,1605,1586,1891,1315,1368,1529,1532,1875,1189,0,185890
2023-06-06,16041,46565,44990,28890,30805,31034,43875,23294,9641,29092,21662,32123,21102,19768,27944,16548,21049,20820,18396,25374,16817,1119,3043,3055,1763,2041,1949,2588,1363,584,1841,1397,1999,1452,1270,1781,1114,1426,1362,1333,1601,1152,1,135237
2023-06-07,16634,53837,44206,28317,32577,33148,44740,23522,10597,31925,23059,35161,29172,142,43724,36897,216,24155,20605,28851,16806,1164,3418,3151,1968,2335,2532,2719,1469,808,2410,1718,2491,2279,302,3209,2577,458,1731,1572,1829,1210,0,183176
2023-06-08,16611,55000,45544,28978,33197,34516,47374,28351,94,38666,23119,35206,24451,19509,37897,383,30680,24792,20577,28299,17484,1171,3624,3098,2137,2177,2556,2986,1817,190,2609,1507,2270,1832,1438,2390,655,2191,1607,1524,1820,1192,0,179627
2023-06-09,16730,56408,47015,29020,35087,33313,51084,25852,10445,35141,31772,229,49389,31553,335,35760,21254,24651,20958,29112,17207,1177,3691,3288,2183,2260,2415,3222,1630,697,2198,2083,480,3473,2088,662,2584,1514,1699,1561,1984,1172,0,189610
2023-06-10,16276,52217,47043,27996,35354,32896,48629,24766,10760,31246,23777,35711,24249,22458,20681,23124,21836,22518,21129,30597,14646,1073,3163,3034,1922,2162,2448,2882,1598,722,1903,1637,2186,1667,1572,1502,1768,1459,1400,1544,1938,904,1,167392
2023-06-11,14692,53092,43536,27958,31188,31327,46268,26683,10271,28791,24563,33602,21254,21205,22466,20911,21452,21882,22085,27040,16636,931,2926,2746,1828,1945,1920,2705,1622,599,1704,1606,2035,1379,1373,1430,1423,1392,1374,1463,1644,1126,1,119020
2023-06-12,17628,56812,47986,28460,33019,34639,51726,25292,11144,53102,187,51280,199,34069,23113,23576,20898,25623,20501,27968,18598,1133,3698,3278,2147,2271,2483,3224,1750,1029,3710,408,3415,359,2395,1709,1711,1382,1596,1659,1907,1175,0,174706
2023-06-13,18255,54617,46706,30124,34302,36130,50475,470,34061,33519,24056,37677,24584,21821,21655,23441,21372,24367,20954,30036,16580,1269,3499,3134,2097,2327,2454,3130,540,2106,2112,1685,2465,1715,1562,1481,1749,1356,1509,1570,1930,1189,0,178418
2023-06-14,17509,51584,50508,28223,33076,36477,48547,23581,10978,33050,24442,35098,25106,21151,22681,22725,21120,24188,20343,28615,17834,1117,3360,3470,2028,2216,2550,3122,1594,883,2309,1838,2309,1945,1706,1651,1680,1486,1564,1544,1837,1290,0,176164
2023-06-15,15888,77390,254,52892,34420,34829,49912,24926,10742,33262,23957,36343,22557,22702,23188,22782,20742,24527,20406,28899,16538,1202,4978,619,3360,2172,2306,3130,1507,666,2316,1646,2364,1584,1711,1572,1786,1454,1532,1449,1895,1117,0,179638
