date,"1호선
설화명곡
(1_1_total_kwh)","1호선
월배기지
(1_2_total_kwh)","1호선
서부정류장
(1_3_total_kwh)","1호선
반월당
(1_4_total_kwh)","1호선
신천
(1_5_total_kwh)","1호선
방촌
(1_6_total_kwh)","1호선
안심
(1_7_total_kwh)","2호선
문양기지
(2_1_total_kwh)","2호선
대실
(2_2_total_kwh)","2호선
성서산단
(2_3_total_kwh)","2호선
죽전
(2_4_total_kwh)","2호선
반고개
(2_5_total_kwh)","2호선
대구은행
(2_6_total_kwh)","2호선
만촌
(2_7_total_kwh)","2호선
대공원
(2_8_total_kwh)","2호선
사월
(2_9_total_kwh)","2호선
영남대
(2_10_total_kwh)","3호선
칠곡기지
(3_1_total_kwh)","3호선
팔달시장
(3_2_total_kwh)","3호선
남산
(3_3_total_kwh)","3호선
범물기지
(3_4_total_kwh)","1호선
설화명곡
(1_1_peak_kw)","1호선
월배기지
(1_2_peak_kw)","1호선
서부정류장
(1_3_peak_kw)","1호선
반월당
(1_4_peak_kw)","1호선
신천
(1_5_peak_kw)","1호선
방촌
(1_6_peak_kw)","1호선
안심
(1_7_peak_kw)","2호선
문양기지
(2_1_peak_kw)","2호선
대실
(2_2_peak_kw)","2호선
성서산단
(2_3_peak_kw)","2호선
죽전
(2_4_peak_kw)","2호선
반고개
(2_5_peak_kw)","2호선
대구은행
(2_6_peak_kw)","2호선
만촌
(2_7_peak_kw)","2호선
대공원
(2_8_peak_kw)","2호선
사월
(2_9_peak_kw)","2호선
영남대
(2_10_peak_kw)","3호선
칠곡기지
(3_1_peak_kw)","3호선
팔달시장
(3_2_peak_kw)","3호선
남산
(3_3_peak_kw)","3호선
범물기지
(3_4_peak_kw)","휴일
(is_holiday)","승객수
(passengers)"
2024-07-01,21415,66108,54097,39040,42263,41149,58950,28768,11116,30330,31586,38543,26745,22585,20169,26654,19327,28827,19689,32751,17695,1428,4087,3612,2771,3174,2842,3665,1834,714,2042,2081,2686,1962,1567,1351,1841,1306,1837,1403,2169,1227,0,174288
2024-07-02,23501,64930,52778,37574,40865,41224,55032,26834,10501,32165,33095,35909,27852,20112,22611,25175,18792,27655,20724,30064,18649,1327,4200,3830,2780,3128,2943,3462,1699,778,2345,2170,2515,2120,1483,1490,1862,1351,1716,1457,1927,1267,0,164201
2024-07-03,22841,66635,53364,38842,43149,39870,61498,28252,11045,31822,33408,37443,27774,22390,21611,29122,18575,31272,19618,31126,19466,1428,4234,3758,2684,3057,2701,4095,1795,760,2398,2371,2659,2248,1709,1630,2093,1327,2022,1463,2111,1313,0,175810
2024-07-04,23043,67802,51470,39784,45798,40689,60687,29461,11253,34551,32623,36191,28404,22496,22174,29114,19264,30789,20241,30133,20652,1371,4262,3600,2945,3160,2842,3898,1831,783,2407,2599,2602,2081,1663,1493,2148,1394,2151,1299,1935,1509,0,174854
2024-07-05,23270,67032,54199,40306,44102,41027,61090,29453,10781,34202,34223,35570,28623,23159,22567,27980,18897,31053,20716,29055,22155,1363,4195,3643,2951,3057,2811,3859,1980,724,2263,2390,2558,2003,1874,1536,1878,1416,1979,1541,1912,1492,0,191294
2024-07-06,24395,60472,53626,40355,44821,39542,61317,27875,11331,31769,33009,35884,27650,21611,23643,27764,20084,29211,18575,28020,21154,1503,3835,3806,2817,3277,2832,3840,1846,803,2316,2232,2414,1947,1716,1642,2047,1298,1981,1403,1650,1377,1,168466
2024-07-07,21212,59985,53284,39793,40837,38578,59768,27205,10500,29957,32717,35017,27120,21933,22538,26691,17996,28228,18952,28397,20793,1332,3610,3744,2830,3149,2694,3583,1877,739,2059,2237,2424,1851,1627,1550,1680,1154,1716,1348,1630,1328,1,120837
2024-07-08,23464,55261,54400,40818,41964,40692,64024,27356,11806,33278,36349,35674,25747,22286,18391,25765,3193,28484,20270,27790,21717,1467,4054,3737,2790,2820,2838,3967,1750,778,2431,2510,2518,2026,1637,1654,1834,1416,1794,1397,1912,1503,0,165732
2024-07-09,22695,64619,56879,39803,43678,41389,59095,26738,10540,32986,33949,36301,26239,21584,21687,29887,18505,28976,18679,27721,20523,1603,4130,4133,2746,2997,2901,3834,1637,749,2282,2431,2630,1991,1666,1414,2187,1154,1901,1336,1737,1359,0,159538
2024-07-10,20559,64783,56431,37436,45301,40263,57147,25555,11386,32164,32327,34901,26915,21014,22864,27083,19829,28747,17670,27542,19441,1192,4061,3924,2690,3051,2659,3734,1637,939,2141,2177,2530,1897,1574,1651,1847,1303,1892,1380,1763,1333,0,159684
2024-07-11,23364,62854,56060,39539,43188,42175,56688,25384,12133,31295,33718,35778,27234,21677,23486,26153,20440,28046,19501,27313,19896,1563,4037,3907,2749,3193,2872,3514,1673,1021,2544,2306,2594,1924,1502,1702,1801,1433,1797,1403,1642,1319,0,184497
2024-07-12,22061,61919,52963,38514,45104,39597,61224,25165,11037,33060,31726,34057,27973,21136,22949,29066,19324,27082,19227,26217,19432,1309,3790,3382,2845,3135,2865,3779,1680,780,2338,2395,2218,2254,1654,1692,1991,1267,1653,1270,1820,1181,0,188930
2024-07-13,22061,61919,52963,38514,43402,39597,61224,25165,11037,33060,31726,34057,27973,21136,22949,29066,19324,27082,19227,26217,19432,1309,3790,3382,2845,3155,2865,3779,1680,780,2338,2395,2218,2254,1654,1692,1991,1267,1653,1270,1820,1181,1,169350
2024-07-14,20398,57361,54814,33980,43478,37643,53692,23911,9894,28551,31141,31919,25139,19498,19471,26096,18468,26090,18096,24697,18533,1238,3629,3511,2398,2974,2701,3385,1462,639,1757,2081,2148,1935,1440,1262,1668,1154,1575,1405,1466,1230,1,118224
2024-07-15,19695,65564,52039,39696,42905,40287,56987,26134,10901,32670,32144,34370,27102,19696,22375,26786,18694,27156,20189,26528,19231,1258,4027,3521,2828,3078,2915,3802,1730,772,2297,2170,2470,1916,1630,1649,1820,1354,1777,1388,1734,1290,0,170595
2024-07-16,22337,66882,51026,37871,42974,39733,60717,25847,11030,31808,34484,33928,25392,21187,23515,26227,19934,29480,18948,25906,21039,1448,4270,3437,2844,3014,2853,3830,1651,814,2220,2299,2477,1695,1656,1634,1895,1435,1791,1394,1751,1500,0,170687
2024-07-17,22300,69437,49818,39297,43589,40193,60188,27015,11193,32078,34181,35117,26803,21808,22437,28434,19213,29546,19492,27112,21844,1465,4210,3744,2769,3256,2786,3754,1788,789,2165,2434,2491,2135,1586,1814,1945,1346,1973,1328,1809,1460,0,177345
2024-07-18,23604,68555,50939,41666,41220,39345,61676,27514,11932,31367,35957,34958,27355,22868,23807,27985,20176,30257,19428,25888,22740,1574,4210,3919,2968,3135,2646,3944,1714,778,2100,2441,2506,2033,1714,1769,1816,1440,1745,1538,1780,1449,0,167467
2024-07-19,22390,66313,56154,38724,40825,38796,61635,27202,10759,33140,33871,34601,26988,22596,23713,27923,17957,30095,19374,27030,22193,1427,4279,4118,2851,2949,3007,3955,1716,818,2258,2482,2314,1968,1846,1742,1908,1255,1832,1423,1725,1630,0,192264
2024-07-20,23786,59434,56058,37716,45037,38516,59832,24130,10872,32535,33157,33638,27525,21754,23821,27219,19420,27754,19758,25508,21588,1461,3794,3593,2751,3085,2926,3807,1646,824,2146,2366,2220,1916,1740,1697,1837,1361,1598,1302,1526,1506,1,153712
2024-07-21,22444,62438,51268,40048,45326,38675,58056,25128,10777,29241,32347,32716,27822,22036,23912,27042,18742,27611,20478,26412,21529,1394,4162,3209,2794,3224,2746,3444,1574,820,1913,2129,2294,1839,1781,1574,1874,1342,1794,1308,1624,1457,1,126808
2024-07-22,21740,72154,52816,42237,41700,42431,63144,30220,11942,33503,33910,35260,28076,23748,23623,28784,19415,32537,22159,26001,25083,1309,4464,3528,2901,3020,3005,3875,2078,935,2364,2364,2227,2104,1776,1728,1941,1394,2108,1590,1765,1630,0,170564
2024-07-23,23249,68808,56995,40944,39756,40465,64764,30499,11755,33385,34758,35144,28797,24591,23522,30856,18698,30472,23000,26605,25016,1513,4267,3864,2830,3114,2819,3961,1882,824,2220,2376,2383,2035,1822,1610,2095,1351,1918,1572,1768,1760,0,170065
2024-07-24,24702,70068,55960,40832,44982,41965,63521,29291,11047,34123,34891,35120,28260,23025,23666,28982,19638,30935,22895,25936,24490,1594,4390,3722,2924,3195,2932,3963,1867,749,2335,2496,2482,1980,1589,1608,1991,1318,2068,1578,1757,1526,0,168088
2024-07-25,25484,71983,57969,40351,45110,42268,63864,29936,11364,33864,34510,35706,28706,23596,24718,29173,19388,30255,24334,27219,24821,1551,4370,4327,2844,3099,2930,3859,1877,891,2309,2338,2498,2022,1956,1788,1905,1404,1973,1941,1757,1751,0,171913
2024-07-26,23903,71983,55763,42094,44910,43010,63429,30572,11603,33466,34928,36776,27794,24280,25126,27451,20129,31807,22247,28151,23787,1496,4183,4039,2838,3216,3143,3940,2117,770,2335,2407,2450,2070,1692,1694,1939,1505,1892,1500,1791,1526,0,181957
2024-07-27,21672,66965,55029,39772,44491,41046,62110,27317,11368,33355,33756,35305,26761,23326,25541,28616,19898,30450,20568,26060,23592,1365,4258,3648,2769,3231,3024,3928,1738,831,2347,2316,2328,1801,2014,1733,1999,1294,1924,1512,1630,1552,1,150741
2024-07-28,21496,62672,55406,39322,45543,37887,61744,27478,10890,31649,32493,34061,25987,24170,22772,27859,18533,27619,23324,28040,22146,1363,3802,3859,2721,3126,2694,3811,1826,730,2438,2232,2222,1795,1685,1486,1688,1255,1705,1619,1596,1302,1,121135
2024-07-29,22142,69766,57856,40460,44153,40141,65649,30208,12224,34141,34081,37040,28614,23600,25453,28602,17386,31261,23599,28238,23437,1453,4488,3898,2828,3408,2811,4061,2047,920,2419,2294,2410,2045,1694,1745,2037,1106,2022,1541,1990,1702,0,163128
2024-07-30,22562,71858,57320,41533,43362,42704,62478,28670,11346,36077,33851,36497,27832,23343,24088,29203,19006,31365,23588,27514,24434,1356,4514,3881,2849,3068,3030,3896,1992,739,2414,2330,2568,2008,1668,1764,1947,1253,2033,1742,1881,1748,0,162647
2024-07-31,23046,71387,55946,41314,44775,42674,63066,29601,12091,37196,34115,36370,29436,24103,25243,29079,19975,31803,23967,27535,24715,1279,4373,3694,2874,3324,2895,4040,1951,787,2441,2218,2594,2054,1802,1625,1935,1315,2151,1866,1852,1794,0,163298
2024-08-01,22140,71214,58760,39821,43202,40546,65294,30203,12192,35515,33202,37100,27526,24599,25297,27742,20932,31727,23610,29933,23729,1304,4301,3761,2855,2993,2740,4067,2074,860,2465,2436,2609,1887,1817,1795,1905,1438,2007,1777,2140,1644,0,158524
2024-08-02,21120,73439,58258,41847,44970,43785,64758,31786,11940,37353,34211,38555,28323,24845,25495,29730,20374,32935,24228,29849,24349,1254,4495,4032,2988,3178,3126,4084,1994,808,2479,2525,2554,2052,1786,1670,1920,1351,1973,1668,1895,1590,0,163524
2024-08-03,20963,67380,58442,39039,46995,42102,65644,29780,12893,32492,35216,36183,27823,24132,24207,31088,20045,29558,24296,27728,23814,1365,4109,4049,2822,3504,2964,4045,1954,879,2126,2393,2434,1937,1778,1519,2122,1402,1696,1754,1642,1411,1,139718
2024-08-04,23563,62738,55771,40254,46101,40829,61948,28097,10831,34156,33749,35455,26344,23776,25832,28090,18786,30205,21029,27571,21934,1463,4056,3473,2872,3145,2961,4026,1834,710,2239,2369,2424,1857,1867,1742,1764,1190,1858,1567,1567,1524,1,114574
2024-08-05,22046,71942,59035,40465,46077,42124,64154,31181,12490,35055,35821,37297,28029,23716,24416,30190,19975,30226,23579,26888,23802,1382,4370,3984,3204,3222,2805,3963,2066,852,2388,2582,2460,2133,1610,1838,2054,1363,1809,1699,1748,1552,0,157729
2024-08-06,22069,73804,54288,40773,44431,41856,64476,30199,12048,35407,34655,37850,26379,24448,25844,28139,19736,30433,23105,28172,22986,1286,4416,3600,2988,3112,2882,4122,2093,887,2326,2354,2748,1887,1764,1795,1768,1435,2004,1621,1909,1624,0,165467
2024-08-07,24952,70942,58902,41800,45137,41863,64756,31276,12903,33998,37397,38267,29002,23345,24670,30955,19093,31334,24023,28437,24350,1521,4454,4366,3180,3208,3105,4057,2014,1008,2347,2518,2554,2028,1548,1726,2110,1174,1984,1763,1820,1584,0,165172
2024-08-08,23495,72452,58271,40474,45720,41976,64955,29689,12251,36845,35176,37813,27842,25055,25391,27633,21354,30210,23052,27996,22996,1382,4411,3895,2748,3132,2865,4199,1925,893,2494,2311,2664,2145,1889,1740,1862,1445,1981,1673,1878,1549,0,162727
2024-08-09,19060,74273,61243,40396,44869,43352,65595,30572,12945,35262,36314,36897,28415,23288,26576,26726,21107,31388,23104,27338,23795,1273,4596,4073,3116,3210,3239,4326,2074,889,2328,2395,2695,2026,1687,1819,1814,1464,2025,1676,2128,1564,0,172338
2024-08-10,22437,66246,57999,38638,43085,41750,61777,29123,11626,34613,33077,35761,27601,23134,24058,30887,18631,28693,23249,26762,22062,1361,4325,3686,2842,3078,2899,3884,1838,804,2285,2366,2364,1891,1901,1526,2077,1248,1829,1774,1644,1382,1,147152
2024-08-11,23576,64453,53917,39571,44489,40540,59906,30566,11626,32430,33239,34811,26207,22873,23995,27247,19241,28638,21356,27305,21239,1455,3934,3530,2792,3160,2868,3756,1944,814,2316,2184,2234,1824,1694,1613,1701,1318,1737,1521,1593,1354,1,113171
2024-08-12,21355,71804,58088,40330,44560,41572,63653,30181,11871,35650,34325,36041,26908,23728,23389,30153,18017,31020,22594,27284,23158,1361,4435,4346,2820,3191,2755,3984,2023,820,2376,2306,2424,1981,1642,1735,2074,1236,2004,1564,1924,1440,0,162801
2024-08-13,23544,68197,58945,39795,43264,42168,64030,29723,12327,34423,34627,37152,27387,23617,25245,28039,20240,30366,22931,25959,24265,1555,4361,3898,2932,3074,2842,4113,1867,876,2508,2448,2527,2083,1649,1810,1830,1303,1921,1607,1826,1673,0,165045
2024-08-14,22979,70549,55544,43194,43991,41690,63309,29813,12325,33472,35428,35050,28844,23587,24520,27816,20243,30829,22069,26695,23252,1580,4255,3667,3007,3210,3014,4017,2009,927,2414,2354,2544,1887,1685,1682,1843,1418,1996,1492,1872,1452,0,173856
2024-08-15,23106,64288,50871,43656,43750,38651,61920,27357,11280,33457,33456,34120,26842,23003,23227,28083,19239,28668,21162,26556,21069,1440,3907,3334,2861,3120,2794,3894,1699,770,2417,2242,2256,1860,1661,1495,1893,1320,1935,1431,1529,1328,1,127727
2024-08-16,24699,70075,56341,43234,44678,41489,62719,28990,12047,34022,35185,36307,27421,24088,25254,27960,19493,30449,22986,26379,23720,1615,4358,4210,2915,3122,2799,4047,2016,858,2335,2474,2347,1916,1735,1819,1872,1356,1932,1682,1676,1757,0,172575
2024-08-17,21875,66536,55620,42937,43773,40563,61696,27124,11413,34273,32858,34468,27078,23325,23819,28688,20321,29750,21180,26331,22776,1509,3998,3725,2797,3110,2932,3996,1738,795,2338,2278,2342,1870,1692,1601,1955,1262,1812,1578,1619,1512,1,142822
2024-08-18,21150,65593,53107,42523,44086,38867,59596,28040,10964,31861,32093,33278,26563,22462,23537,25648,18982,28150,22211,26575,21592,1290,4022,3454,2788,3220,2715,3631,1754,851,2244,2090,2131,1789,1634,1510,1740,1274,1688,1564,1561,1333,1,113515
2024-08-19,25526,70511,58478,43705,46080,41835,64944,28970,12604,35966,35353,37559,29306,22457,25415,26684,20981,30803,23687,28063,23445,1559,4322,4046,2874,3108,2736,4166,1913,952,2338,2318,2549,2077,1925,1742,1889,1447,1915,1587,1722,1731,0,162303
2024-08-20,23294,70582,57962,43253,44623,41923,65122,28655,12676,36167,35049,35810,28119,23791,25356,29064,19924,30174,22791,27652,23017,1534,4298,3890,3024,3145,2892,4082,1793,1020,2309,2342,2546,2085,1764,1680,2026,1303,1924,1518,1823,1607,0,163085
2024-08-21,22607,70169,57374,42172,45872,41622,60959,28057,12043,35182,34883,35828,27476,24335,23998,25940,19769,30918,22026,26462,23535,1645,4315,3718,2892,3153,2797,4155,1810,818,2386,2352,2378,1928,1846,1762,1853,1457,1950,1567,1748,1506,0,165787
2024-08-22,21907,71348,57612,43511,47240,41015,64584,28748,12266,34213,35023,36338,28848,23920,24793,29924,19682,30122,23535,27384,23692,1471,4294,3766,2984,3220,2771,4118,1937,916,2359,2381,2479,2139,1949,1730,2093,1402,1814,1642,1884,1555,0,163561
2024-08-23,20835,73608,54788,44276,45833,42391,63372,29847,12173,34352,35555,37335,29641,23671,23773,28129,20672,31419,22826,27804,23438,1379,4430,3559,3099,3168,2867,3917,1954,887,2376,2302,2472,1958,2009,1747,1741,1442,1987,1598,1907,1446,0,180495
2024-08-24,22315,66029,54292,43881,46311,41717,61485,27329,12239,33560,34198,34963,28874,24175,24284,29517,19219,29531,22156,26113,23532,1553,4094,4253,2941,3208,2880,4005,1716,935,2338,2376,2393,2051,1795,1802,1968,1375,1866,1463,1630,1578,1,155214
2024-08-25,21879,62444,57212,42865,44917,38668,61049,28557,11167,34282,34571,34871,26627,22457,22690,27825,19941,30578,20685,26320,23270,1421,4010,3456,2838,3059,2853,3750,1860,699,2306,2266,2314,1726,1908,1594,1845,1286,1860,1581,1558,1356,1,119244
2024-08-26,22926,69735,58959,43957,43351,41437,64479,28733,12995,35856,36259,38175,27789,25490,25751,27683,20059,28861,25443,26306,23356,1647,4454,4164,2855,2924,2840,4080,1872,887,2429,2412,2623,1855,2052,1838,1801,1397,1757,1731,1722,1737,0,169056
2024-08-27,22473,70237,55007,43138,41472,41374,64319,29054,12173,33608,36518,36868,28818,22340,26695,27192,20329,27194,25025,26145,21669,1436,4378,3998,2876,2978,2893,3999,1968,950,2405,2455,2654,2218,1795,1822,2022,1356,1740,1918,1693,1492,0,165409
2024-08-28,23124,67187,55341,43491,43936,40392,63219,27166,11556,34310,34475,35465,26766,23389,25660,27405,18886,25947,25138,24576,21293,1549,4229,4313,2857,3001,2717,3924,1730,952,2414,2462,2338,1801,1550,1903,1680,1286,1639,1820,1500,1570,0,172146
2024-08-29,22291,68355,55814,43364,45566,41442,62677,28760,11649,35503,34238,36889,27764,23234,24182,28844,19543,25268,26754,25965,21352,1375,4270,4147,2847,3164,2964,3919,1867,902,2381,2213,2556,2076,1673,1750,1958,1258,1593,1780,1685,1460,0,166396
2024-08-30,21336,70401,53342,43459,43984,39668,63420,29419,12314,34178,33662,36321,29284,25010,23715,28997,19043,26960,27364,25608,23826,1338,4330,3564,2865,3072,2809,3972,1985,991,2443,2374,2436,1932,1891,1608,2054,1428,1956,1878,1679,1800,0,182311
2024-08-31,22675,61910,55051,42227,44640,40398,58466,26617,12740,34051,34220,34589,27673,22388,24855,27901,19489,25475,25353,25151,21339,1536,4123,3821,2774,3193,2805,3644,1726,925,2292,2431,2294,1878,1910,1656,2039,1267,1725,1668,1509,1492,1,158663
2024-09-01,20689,60328,46402,39438,41681,32010,53691,27004,11910,29755,31846,32948,25994,20268,25217,25305,19178,24386,25039,25500,20154,1365,3427,2822,2619,2940,1981,3091,1714,864,1757,2016,2143,1713,1543,1514,1716,1159,1593,1745,1526,1345,1,124991
2024-09-02,21094,67021,41045,47852,41443,33529,56733,27134,12276,34165,34654,34481,27449,23456,24677,27973,18360,27186,25303,24239,22919,1524,4090,3346,3078,2767,2314,3564,1798,852,2474,2381,2318,2014,1872,1642,1958,1135,1670,1835,1613,1613,0,173531
2024-09-03,19283,62690,45401,45333,40415,34586,55394,27331,12192,32916,32888,33830,27628,22193,245,52373,19666,25304,25120,23467,21830,1233,3910,3314,3018,2680,2604,3448,1613,776,2210,2304,2354,1853,1682,516,3270,1330,1725,1777,1572,1526,0,177131
2024-09-04,19572,63953,50260,62201,40216,50068,55388,26485,11766,34358,33356,33978,27812,21912,23785,28683,19210,27050,24028,24021,21830,1350,3986,3478,4230,2970,3181,3410,1702,770,2318,2254,2306,1855,1867,1723,1960,1296,1774,1619,1515,1627,0,179898
2024-09-05,21021,65552,50473,42392,40093,25961,57659,28000,11970,34575,32863,35328,27132,22881,23989,27837,19862,25977,26358,25190,22496,1394,4049,3425,2782,2734,2260,3587,1769,776,2287,2326,2393,1935,1675,1759,1980,1231,1814,1751,1765,1607,0,176565
2024-09-06,19799,66088,47832,42153,41495,33091,56868,26763,12318,32651,33934,35098,27570,22078,25891,25769,19908,23914,27983,24979,20699,1367,4080,3523,2888,2847,2402,3516,1618,785,2376,2350,2347,2024,1589,1810,1824,1344,1541,1892,1561,1391,0,189772
2024-09-07,20297,59448,47387,41933,39029,33784,53889,25151,12194,31583,32755,33432,27437,22483,24867,27214,19257,23747,25495,22280,21948,1315,3890,3048,2751,2734,2316,3055,1692,760,1999,2114,2246,1868,1502,1651,1770,1186,1440,1826,1417,1506,1,161740
2024-09-08,19989,57319,44441,40313,57534,32725,53592,26776,11233,30122,31271,32280,26158,20983,24629,26189,18388,24832,25374,24293,20665,1256,3689,2650,2796,3053,2037,3231,1630,630,1834,2052,2330,1695,1354,1577,1736,1075,1506,1604,1535,1403,1,122591
2024-09-09,22173,64997,46875,41344,35050,40901,49565,26846,12100,34265,38528,347,52552,20939,24466,27163,19333,26965,25785,24398,23071,1638,4186,3446,2909,2221,2907,3283,1939,868,2407,2539,660,3852,1824,1627,1834,1445,1881,1858,1768,1670,0,178407
2024-09-10,20887,66392,47363,43391,32713,34947,56696,25342,12297,34500,38990,0,58538,22348,24553,29520,19381,26872,28032,24161,23908,1382,4258,3264,2938,2076,2358,3418,1616,747,2227,2542,0,3963,1754,1723,1995,1234,1860,1886,1668,1619,0,178775
2024-09-11,19425,67173,48710,44453,36738,34802,59304,25342,12115,35866,34218,34695,28960,22831,24597,28584,19271,27385,25845,25452,22326,1350,4332,3074,2861,2369,2456,3642,1616,751,2383,2342,2302,1993,1882,1802,1872,1270,1858,1999,1616,1567,0,180812
2024-09-12,20911,65222,50096,43917,37399,34213,58640,25342,13096,34277,34222,35885,28820,22927,25357,27848,19255,26109,27281,25584,22861,1311,4058,3113,3012,2657,2256,3408,1616,879,2374,2333,2448,2058,1824,1714,1824,1250,1973,1884,1656,1466,0,179943
2024-09-13,19377,67831,50803,44412,35829,35299,57948,25342,12300,35485,33530,36589,27596,23530,24760,28911,19114,26480,28784,25916,23563,1231,4061,3403,2853,2388,2317,3469,1616,776,2362,2450,2582,1935,1819,1690,1795,1248,1682,1872,1745,1740,0,198291
2024-09-14,20095,58676,49574,38715,37342,34106,57158,25342,12648,34673,32092,31573,27756,22114,22897,31299,17689,25183,27266,25926,21400,1260,3538,3115,2692,2557,2135,3487,1616,829,2230,2208,1898,1893,1697,1531,2108,1034,1659,1855,1544,1348,1,160618
2024-09-15,19066,56854,45787,38576,35848,31087,54698,25342,12049,30530,31444,30628,27291,21720,20795,28289,18659,23627,26173,23470,21234,1089,3166,2710,2412,2529,2026,3264,1616,732,1853,1946,2002,1797,1450,1282,1903,1176,1434,1714,1454,1345,1,130551
2024-09-16,17473,55975,46136,36231,36378,30745,53521,25342,11451,29898,32171,28979,25715,20756,23915,24027,20416,21995,26315,24189,20159,1156,3281,3031,2248,2300,1893,3064,1616,668,1942,2146,1728,1697,1430,1507,1405,1198,1342,1745,1469,1247,1,99491
2024-09-17,19501,54707,45951,37513,35544,30897,55505,25342,12470,30549,30915,29399,26697,20411,24213,26241,17875,25157,28045,25686,20637,1229,3266,2947,2423,2304,1860,3324,1616,806,1858,1910,1817,1615,1392,1452,1548,1022,1610,1947,1547,1296,1,72389
2024-09-18,20632,55901,47245,37326,35651,31565,55105,17606,11321,32593,32861,29385,27136,20848,24271,29235,16982,24679,28223,24221,22176,1258,3331,3041,2450,2427,1966,3254,1690,639,2172,2054,1802,1789,1486,1553,1832,998,1644,1927,1477,1483,1,111067
2024-09-19,19819,65257,50770,38844,36391,34971,59457,28243,11790,35567,33334,31748,28816,22399,23470,29145,19116,27442,18325,25370,23397,1313,4147,3706,2700,2571,2525,3675,1814,826,2453,2338,2117,2143,1771,1750,1912,1339,1869,1976,1722,1593,0,171461
2024-09-20,21377,65758,50395,41916,37170,37020,57878,27661,12648,33852,34378,32935,29631,23167,23592,29411,19310,24821,27680,24062,21630,1380,4370,3478,2653,2600,2392,3627,1675,745,2407,2285,2172,1995,1802,1771,1870,1253,1765,1987,1627,1394,0,168812
2024-09-21,22772,54916,47915,35469,36184,33503,52793,23981,10783,30411,31895,30304,27082,20033,24785,25737,18816,22164,24214,22985,17974,1354,3283,2784,2191,2508,2306,3114,1392,643,1870,1942,1838,1761,1433,1596,1582,1121,1253,1719,1414,1164,1,138912
2024-09-22,21900,48622,46113,34874,34049,32453,50269,24275,10767,26670,32229,29414,25737,20369,25697,20988,20175,19763,25523,23581,16261,1332,2738,2700,2106,2250,2074,2863,1414,647,1562,1958,1819,1557,1325,1670,1235,1135,1230,1702,1394,1112,1,125184
2024-09-23,19043,54016,49109,34548,35392,32997,50973,24002,10788,32580,31613,28318,28745,21298,23987,26230,18430,22157,25326,20884,20046,1215,3257,3274,2333,2387,2333,3249,1430,691,2261,2160,1939,2089,1649,1692,1780,1231,1538,1791,1385,1380,0,178648
2024-09-24,19649,54001,49849,34808,33242,34238,51234,22984,11862,31763,32252,28986,26976,21002,25483,24357,18460,22874,24178,20897,20546,1248,3257,3528,2333,2141,2402,3174,1514,847,2141,2083,1910,1830,1670,1685,1611,1138,1446,1604,1633,1428,0,178401
2024-09-25,19694,57913,48174,36089,35570,34639,51109,24764,11368,32617,32236,30502,28275,21838,24760,25778,19316,24112,24761,22476,20426,1286,3660,3545,2406,2556,2663,3024,1675,741,2230,2124,2062,2024,1716,1663,1809,1310,1670,1751,1420,1403,0,182319
2024-09-26,21153,56617,48370,36381,34855,33593,55586,24899,11869,33128,31717,32035,27671,21178,26030,24233,19007,23838,25003,24522,19526,1380,3898,3494,2529,2521,2292,3443,1620,852,2282,2148,2194,2031,1606,1802,1620,1303,1601,1711,1610,1518,0,181390
2024-09-27,20894,60258,47743,37676,36692,34210,56455,25187,11274,33860,32113,31105,28450,21311,24289,26689,19444,24367,25668,23409,20501,1317,3854,3326,2471,2444,2340,3635,1522,783,2390,2407,1946,1882,1800,1682,1978,1394,1760,1765,1688,1256,0,192738
2024-09-28,19593,53831,45350,34546,32920,31935,51576,25045,10767,30765,30648,29926,26354,20819,25578,26376,17989,21852,23296,22630,19156,1198,3305,3166,2406,2089,2208,3024,1579,664,2179,1927,1874,1716,1495,1658,1701,1176,1509,1662,1469,1207,1,174072
2024-09-29,20646,50742,41701,34458,33840,30883,49818,23106,10204,29200,30598,27374,26255,18086,25808,22300,19334,19453,24241,21794,18697,1286,2885,2602,2237,2162,1953,2999,1358,674,1882,2074,1726,1741,1274,1567,1302,1114,1155,1639,1446,1169,1,125005
2024-09-30,20919,54686,44038,40722,31999,42330,52726,24300,10547,32089,30360,29694,27354,20332,24172,26152,18291,22519,24494,22835,19502,1300,3530,3230,2630,2162,2623,3372,1404,672,2350,2184,2062,1976,1548,1675,1684,1250,1549,1757,1691,1313,0,181874
2024-10-01,16502,48545,41820,29680,29103,28023,47235,21133,9695,29196,27592,26491,23242,18836,22534,21978,17497,21699,21750,20928,19047,1114,2866,2722,1966,2003,2200,2815,1306,637,1896,1858,1589,1440,1325,1534,1496,1056,1351,1642,1394,1189,1,143566
2024-10-02,15606,53861,40106,31248,30652,30123,48875,23341,9500,28141,29446,27099,24525,19061,24104,21929,18352,22941,22319,20727,19584,952,3518,2844,2148,1981,2018,3003,1375,691,1877,1990,1862,1697,1351,1697,1548,1378,1457,1581,1431,1345,0,188884
2024-10-03,16997,45291,39354,28097,31488,27329,45976,20278,8609,28255,27026,25175,22413,18692,21198,23568,15753,20987,20954,19396,18700,1210,2810,2698,1893,2158,1947,2678,1205,538,1874,1949,1637,1411,1370,1373,1601,1006,1446,1397,1287,1089,1,130780
